permit_month,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Mariana Islands,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2000-08,1.0,0.0,625.0,495.0,12923.0,0.0,7379.0,0.0,0.0,0.0,2937.0,0.0,651.0,0.0,30077.0,7373.0,2749.0,0.0,0.0,0.0,0.0,0.0,2900.0,3928.0,9145.0,2808.0,0.0,0.0,0.0,1102.0,0.0,51.0,0.0,0.0,5179.0,8064.0,190.0,0.0,0.0,0.0,299.0,0.0,0.0,691.0,0.0,3.0,8164.0,0.0,0.0,0.0,0.0,2007.0,0.0,0.0,234.0
2000-07,2.0,0.0,542.0,542.0,15461.0,0.0,6168.0,0.0,0.0,0.0,2809.0,0.0,574.0,0.0,18298.0,6776.0,2145.0,0.0,0.0,0.0,0.0,0.0,2491.0,3451.0,9740.0,2007.0,0.0,0.0,0.0,850.0,0.0,55.0,0.0,0.0,4360.0,6709.0,186.0,0.0,0.0,0.0,239.0,0.0,0.0,493.0,0.0,0.0,8928.0,0.0,0.0,0.0,0.0,1392.0,0.0,0.0,290.0
2000-06,0.0,0.0,648.0,578.0,20464.0,0.0,6778.0,0.0,0.0,0.0,3133.0,0.0,489.0,0.0,19717.0,8427.0,2322.0,0.0,0.0,0.0,0.0,0.0,2719.0,3349.0,9267.0,2376.0,0.0,1.0,1.0,846.0,0.0,45.0,0.0,0.0,4105.0,7693.0,244.0,0.0,0.0,0.0,324.0,0.0,0.0,491.0,0.0,0.0,6005.0,0.0,0.0,0.0,0.0,1083.0,0.0,0.0,206.0
2000-05,0.0,0.0,703.0,588.0,17746.0,0.0,6927.0,0.0,0.0,0.0,3299.0,0.0,452.0,0.0,20771.0,6772.0,2628.0,0.0,0.0,2.0,0.0,0.0,3052.0,871.0,9575.0,2400.0,0.0,0.0,0.0,945.0,0.0,43.0,0.0,0.0,4241.0,8053.0,277.0,3.0,0.0,0.0,447.0,0.0,0.0,485.0,0.0,0.0,7547.0,0.0,0.0,0.0,0.0,1236.0,0.0,6.0,133.0
2000-04,0.0,0.0,1183.0,680.0,18461.0,0.0,7009.0,0.0,0.0,0.0,3420.0,0.0,419.0,0.0,23195.0,3797.0,3205.0,0.0,0.0,0.0,0.0,0.0,4189.0,831.0,10904.0,2865.0,4.0,0.0,0.0,1221.0,0.0,47.0,0.0,0.0,3995.0,8225.0,288.0,0.0,0.0,0.0,369.0,0.0,0.0,492.0,0.0,0.0,5756.0,0.0,0.0,0.0,0.0,1299.0,0.0,1.0,205.0
2000-03,9.0,0.0,1839.0,893.0,15339.0,0.0,8783.0,0.0,0.0,0.0,4432.0,0.0,574.0,0.0,29711.0,0.0,5083.0,0.0,0.0,0.0,0.0,0.0,3971.0,724.0,13702.0,4089.0,0.0,0.0,0.0,1812.0,0.0,44.0,0.0,0.0,3946.0,11969.0,225.0,0.0,0.0,12.0,518.0,0.0,0.0,724.0,0.0,0.0,6480.0,0.0,0.0,0.0,0.0,1629.0,0.0,0.0,364.0
2000-02,0.0,0.0,1630.0,426.0,13340.0,0.0,7640.0,0.0,0.0,0.0,3863.0,0.0,511.0,0.0,24684.0,0.0,4825.0,0.0,0.0,0.0,0.0,0.0,3028.0,406.0,10620.0,3075.0,0.0,1.0,0.0,1552.0,0.0,44.0,0.0,0.0,3986.0,11945.0,198.0,0.0,3.0,0.0,418.0,0.0,0.0,799.0,0.0,0.0,5275.0,0.0,0.0,0.0,0.0,1377.0,0.0,0.0,268.0
2000-01,0.0,0.0,1372.0,804.0,12259.0,0.0,7652.0,0.0,0.0,0.0,3983.0,0.0,576.0,0.0,25829.0,0.0,5989.0,0.0,0.0,0.0,0.0,0.0,2715.0,490.0,11037.0,2469.0,0.0,0.0,0.0,1430.0,0.0,20.0,0.0,0.0,4634.0,11115.0,126.0,0.0,0.0,0.0,521.0,0.0,0.0,563.0,0.0,0.0,4957.0,0.0,0.0,0.0,0.0,1309.0,0.0,0.0,312.0
1999-12,0.0,0.0,1300.0,372.0,9163.0,0.0,4041.0,0.0,0.0,0.0,4275.0,0.0,671.0,0.0,26777.0,0.0,6271.0,0.0,0.0,0.0,0.0,0.0,3662.0,518.0,12166.0,2732.0,0.0,1.0,0.0,1714.0,0.0,0.0,0.0,0.0,4912.0,12465.0,103.0,0.0,0.0,0.0,532.0,0.0,0.0,466.0,0.0,0.0,4714.0,0.0,0.0,0.0,0.0,1297.0,0.0,0.0,112.0
1999-11,0.0,0.0,1534.0,254.0,10394.0,0.0,2201.0,0.0,0.0,0.0,3651.0,0.0,566.0,0.0,32712.0,0.0,3421.0,0.0,0.0,0.0,0.0,0.0,3383.0,343.0,10331.0,2256.0,0.0,0.0,0.0,1569.0,0.0,2.0,0.0,0.0,4223.0,8620.0,29.0,0.0,0.0,0.0,763.0,0.0,0.0,529.0,0.0,0.0,4398.0,0.0,0.0,0.0,0.0,1139.0,0.0,0.0,184.0
1999-10,0.0,0.0,1506.0,479.0,7976.0,0.0,2541.0,0.0,0.0,0.0,3394.0,0.0,414.0,0.0,32640.0,0.0,4121.0,0.0,0.0,0.0,0.0,0.0,3129.0,521.0,10924.0,2507.0,0.0,0.0,0.0,1598.0,0.0,2.0,0.0,0.0,4669.0,8446.0,0.0,0.0,0.0,0.0,701.0,0.0,0.0,439.0,0.0,0.0,4654.0,0.0,0.0,0.0,0.0,1119.0,0.0,0.0,270.0
1999-09,0.0,0.0,1640.0,868.0,8101.0,0.0,2734.0,0.0,0.0,0.0,3442.0,0.0,451.0,0.0,28734.0,0.0,3287.0,0.0,0.0,0.0,0.0,0.0,2792.0,285.0,9349.0,2297.0,0.0,0.0,0.0,1354.0,0.0,0.0,0.0,0.0,4496.0,7572.0,0.0,0.0,5.0,0.0,1656.0,0.0,0.0,457.0,0.0,0.0,4662.0,0.0,0.0,0.0,0.0,876.0,0.0,0.0,215.0
1999-08,0.0,0.0,1576.0,505.0,8723.0,0.0,3295.0,0.0,0.0,0.0,3650.0,0.0,462.0,0.0,24132.0,0.0,2866.0,0.0,0.0,0.0,0.0,0.0,2561.0,175.0,10005.0,2417.0,0.0,0.0,0.0,1235.0,0.0,0.0,0.0,0.0,4341.0,8798.0,0.0,0.0,0.0,0.0,1149.0,0.0,0.0,507.0,0.0,0.0,4723.0,0.0,0.0,0.0,0.0,1133.0,0.0,0.0,175.0
1998-11,0.0,4.0,0.0,0.0,434.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,27.0,0.0,4.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,579.0,9.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,8.0
